YEAR,DESCRIPTION,WEIGHT,UNITS,1,2,3,4,5,6,7,8,9,10,11,12
2016,NATURAL,200,24,0,0,0,2,4,1,0,0,0,2,0,0
2016,SWEET,750,12,0,1,2,8,9,2,1,4,3,4,0,4
2016,SALTED,750,12,0,0,1,1,3,3,1,4,0,2,2,8
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,3,1,5
2017,SWEET,750,12,0,1,0,0,0,0,0,0,0,0,0,0
2015,NATURAL,700,12,12,15,22,22,48,31,18,15,33,14,38,28
2015,NATURAL,1,12,13,8,14,10,53,11,18,18,25,22,39,32
2015,NATURAL,200,24,2,0,5,4,6,0,12,1,0,7,18,0
2015,SWEET,750,12,6,6,11,3,8,4,4,3,5,4,4,33
2016,NATURAL,700,12,3,8,22,18,17,6,12,19,14,2,3,31
2016,NATURAL,1,12,9,12,24,9,6,14,12,1,4,5,6,15
2016,SWEET,750,12,3,0,3,1,5,4,1,3,2,11,28,36
2016,SALTED,750,12,1,3,5,8,13,5,1,4,11,29,7,68
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,6,26,30
2016,NATURAL,700,12,11,6,19,3,22,18,6,11,10,0,2,0
2016,NATURAL,1,12,4,7,1,3,1,2,4,0,1,1,0,2
2016,SWEET,750,12,4,3,3,1,4,0,0,9,1,0,1,13
2016,SALTED,750,12,0,2,3,2,0,2,1,5,4,1,2,6
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,2,0,1
2016,NATURAL,700,12,82,70,111,80,216,181,74,126,139,31,12,30
2016,NATURAL,1,12,21,37,21,21,15,14,21,25,20,8,11,38
2016,NATURAL,200,24,1,4,0,1,5,1,12,0,0,0,0,6
2016,SWEET,750,12,7,12,18,12,19,14,20,12,11,12,12,53
2016,SALTED,750,12,8,21,23,11,24,27,13,13,10,15,6,21
2016,SPICY,750,12,0,0,0,0,0,0,0,0,2,5,16,34
2016,NATURAL,700,12,11,11,13,11,5,3,1,5,26,7,27,6
2016,NATURAL,1,12,17,8,7,18,19,8,4,6,14,6,8,17
2016,NATURAL,200,24,2,2,1,0,0,1,2,3,0,1,0,1
2016,SWEET,750,12,0,1,0,2,1,1,1,1,0,2,1,4
2016,SALTED,750,12,0,0,0,0,1,1,0,0,0,1,1,4
2016,NATURAL,700,12,7,6,27,10,15,26,33,33,40,4,68,44
2016,NATURAL,1,12,16,16,6,19,10,9,19,19,17,12,51,7
2016,NATURAL,200,24,0,1,0,0,1,1,0,2,1,0,5,0
2016,SWEET,750,12,1,4,2,0,5,3,1,9,5,2,5,14
2016,SALTED,750,12,3,5,5,4,9,3,0,3,4,3,1,6
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,1,0,2
2016,NATURAL,700,12,53,37,105,36,94,114,62,84,120,23,31,17
2016,NATURAL,1,12,20,17,16,22,17,23,26,20,29,36,27,31
2016,NATURAL,200,24,9,8,5,2,1,3,2,2,4,6,7,0
2016,SWEET,750,12,10,32,15,4,35,19,13,8,19,17,12,35
2016,SALTED,750,12,8,6,10,6,28,27,2,11,17,9,8,23
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,10,6,46
2016,NATURAL,700,12,0,0,0,0,0,0,0,4,9,9,0,3
2016,NATURAL,1,12,0,0,0,0,0,0,0,1,2,4,1,2
2016,SWEET,750,12,0,0,0,0,0,0,0,0,0,1,0,0
2016,SALTED,750,12,0,0,0,0,0,0,0,0,1,1,0,0
2016,NATURAL,700,12,23,7,7,3,2,0,11,5,27,37,12,6
2016,NATURAL,1,12,9,9,5,13,28,8,12,7,7,9,13,16
2016,NATURAL,200,24,4,1,2,0,6,3,8,0,1,5,1,1
2016,SWEET,750,12,1,1,0,1,1,0,0,0,0,2,0,2
2016,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,2,5
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,0,12
2016,NATURAL,700,12,27,43,24,32,18,18,21,22,32,43,21,8
2016,NATURAL,1,12,3,12,16,31,38,26,26,22,20,30,35,46
2016,NATURAL,200,24,2,1,0,1,1,1,3,0,0,2,2,0
2016,SWEET,750,12,1,5,1,6,2,1,2,2,1,3,0,0
2016,SALTED,750,12,0,1,3,6,6,4,5,3,2,3,4,10
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,1,0
2016,NATURAL,700,12,0,2,1,0,2,1,2,1,4,11,15,4
2016,NATURAL,1,12,3,2,0,1,5,1,3,3,2,0,2,5
2016,NATURAL,200,24,0,0,0,0,0,1,0,0,0,2,1,0
2016,SWEET,750,12,1,0,0,0,2,1,1,0,0,1,0,0
2016,SALTED,750,12,0,0,0,0,0,0,0,1,1,0,0,0
2016,NATURAL,700,12,76,44,125,61,153,168,66,102,83,53,44,73
2016,NATURAL,1,12,34,23,18,19,13,33,39,22,17,41,31,55
2016,NATURAL,200,24,1,0,6,3,2,11,20,2,6,1,9,0
2016,SWEET,750,12,9,6,11,33,6,14,5,13,16,14,10,32
2016,SALTED,750,12,9,10,9,10,15,36,12,13,17,26,18,41
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,16,2,19
2016,NATURAL,700,12,48,27,47,54,68,42,45,49,68,16,21,37
2016,NATURAL,1,12,8,8,5,19,18,19,8,12,1,7,7,21
2016,NATURAL,200,24,0,0,3,2,0,0,1,0,0,3,0,0
2016,SWEET,750,12,12,11,1,6,15,20,6,7,10,11,15,38
2016,SALTED,750,12,9,10,19,2,12,21,5,5,5,9,8,26
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,14,13,42
2016,NATURAL,700,12,0,0,2,2,13,10,15,14,19,4,10,4
2016,NATURAL,1,12,0,0,3,4,0,0,5,2,7,6,6,9
2016,NATURAL,200,24,0,0,0,0,1,0,0,0,0,5,14,4
2016,SWEET,750,12,0,0,1,7,14,15,5,6,13,12,14,21
2016,SALTED,750,12,0,0,2,8,10,17,8,7,10,1,31,19
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,4,1,3
2016,NATURAL,700,12,15,33,37,152,45,30,23,72,28,23,27,40
2016,NATURAL,1,12,11,2,7,1,3,9,11,3,10,2,23,6
2016,NATURAL,200,24,4,0,0,0,1,0,0,0,2,0,0,1
2016,SWEET,750,12,8,5,3,0,3,2,0,3,7,9,21,27
2016,SALTED,750,12,3,10,10,4,2,3,4,1,9,1,1,17
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,5,11,10
2015,SALTED,750,12,4,0,0,1,1,6,7,11,15,18,6,7
2016,NATURAL,700,12,37,26,59,60,107,61,40,54,28,27,24,49
2016,NATURAL,1,12,24,15,66,84,23,76,49,68,23,11,10,18
2016,NATURAL,200,24,5,4,0,3,4,11,2,5,14,3,0,0
2016,SWEET,750,12,7,10,10,8,14,9,7,16,13,11,6,34
2016,NATURAL,700,12,0,0,0,0,0,0,0,1,1,6,0,1
2016,NATURAL,1,12,0,0,0,0,0,0,3,2,3,0,2,0
2016,NATURAL,200,24,0,0,0,0,0,0,1,0,0,0,0,0
2016,SWEET,750,12,0,0,0,0,0,0,1,0,0,0,0,1
2016,SALTED,750,12,0,0,0,0,0,0,2,1,1,1,0,3
2016,NATURAL,700,12,0,0,0,0,0,0,1,23,16,22,16,33
2016,NATURAL,1,12,0,0,0,0,0,0,0,48,25,23,25,32
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,0,9,12,6
2016,SWEET,750,12,0,0,0,0,0,0,0,1,0,8,4,23
2016,SALTED,750,12,0,0,0,0,0,0,0,4,13,5,4,45
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,6,20,31
2016,NATURAL,700,12,0,0,0,0,0,0,0,0,0,0,1,10
2016,NATURAL,1,12,0,0,0,0,0,0,0,0,0,0,2,3
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,0,0,1,0
2016,SWEET,750,12,0,0,0,0,0,0,0,0,0,0,2,13
2016,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,0,10
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,9,10
2016,NATURAL,700,12,0,0,0,0,0,0,0,0,0,0,0,4
2016,NATURAL,1,12,0,0,0,0,0,0,0,0,0,0,0,1
2016,SWEET,750,12,0,0,0,0,0,0,0,0,0,0,0,6
2016,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,0,3
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,0,5
2017,NATURAL,700,12,4,37,0,27,12,21,21,19,21,12,18,13
2017,NATURAL,1,12,13,6,13,4,15,15,12,1,11,17,27,16
2017,NATURAL,200,24,0,0,0,0,1,0,0,0,0,0,0,0
2017,SWEET,750,12,1,6,1,0,2,0,2,0,0,1,1,0
2017,SALTED,750,12,0,5,0,0,0,0,0,0,0,0,0,0
2017,SPICY,750,12,0,15,3,5,6,0,0,0,0,0,0,0
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,2
2017,NATURAL,700,12,8,4,11,16,17,23,14,5,13,19,79,23
2017,NATURAL,1,12,32,38,14,26,21,25,29,7,15,16,19,18
2017,NATURAL,200,24,0,0,0,0,9,9,0,0,0,18,0,0
2017,SWEET,750,12,6,3,12,0,4,7,4,0,2,4,2,33
2017,SALTED,750,12,20,6,10,1,2,2,4,2,3,2,7,8
2017,SPICY,750,12,8,1,7,0,0,5,2,0,0,4,1,1
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,2,2
2017,NATURAL,700,12,37,10,13,35,30,29,21,25,20,28,44,38
2017,NATURAL,1,12,51,97,51,53,42,27,43,36,52,48,36,49
2017,NATURAL,200,24,1,1,1,1,30,12,0,0,2,23,2,14
2017,SWEET,750,12,3,11,16,4,5,0,5,5,5,16,11,12
2017,SALTED,750,12,13,12,12,9,6,9,7,8,9,24,35,14
2017,SPICY,750,12,4,15,7,6,16,14,16,2,0,1,5,7
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,1,7,5
2017,NATURAL,700,12,29,35,68,55,69,58,53,60,65,104,101,97
2017,NATURAL,1,12,33,76,58,38,55,32,56,55,66,75,89,131
2017,NATURAL,200,24,6,3,1,1,50,38,1,12,0,69,0,12
2017,SWEET,750,12,11,14,116,9,7,10,6,27,2,11,4,35
2017,SALTED,750,12,8,4,49,3,5,3,7,16,6,7,28,23
2017,SPICY,750,12,14,18,11,7,7,9,10,15,6,10,9,8
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,13,24
2017,NATURAL,700,12,20,36,18,0,0,0,0,0,0,0,0,0
2017,NATURAL,1,12,45,57,62,15,0,0,0,0,0,0,0,0
2017,NATURAL,200,24,1,2,0,0,0,0,0,0,0,0,0,0
2017,SWEET,750,12,6,8,35,0,0,0,0,0,0,0,0,0
2017,SALTED,750,12,5,12,5,0,0,0,0,0,0,0,0,0
2017,SPICY,750,12,0,4,6,0,0,0,0,0,0,0,0,0
2017,NATURAL,700,12,64,95,56,99,91,52,86,68,65,91,149,94
2017,NATURAL,1,12,37,80,47,89,63,69,62,57,49,56,59,58
2017,NATURAL,200,24,10,14,20,35,23,25,11,18,12,54,21,37
2017,SWEET,750,12,3,12,30,4,2,0,14,1,3,6,5,16
2017,SALTED,750,12,4,6,1,2,2,1,2,6,10,6,19,15
2017,SPICY,750,12,0,6,8,0,3,4,4,2,5,1,0,7
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,13
2017,NATURAL,700,12,0,0,0,0,0,2,7,4,11,12,19,11
2017,NATURAL,1,12,0,0,0,0,0,9,12,10,12,18,11,18
2017,NATURAL,200,24,0,0,0,0,0,7,0,13,5,11,0,8
2017,SWEET,750,12,0,0,0,0,0,4,13,1,2,4,4,17
2017,SALTED,750,12,0,0,0,0,0,1,0,0,0,4,14,7
2017,SPICY,750,12,0,0,0,0,0,2,2,0,1,2,1,1
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,4
2017,NATURAL,700,12,42,36,28,30,41,25,43,43,53,89,57,39
2017,NATURAL,1,12,85,125,65,38,47,40,39,51,41,47,36,41
2017,NATURAL,200,24,5,6,0,0,31,15,0,0,0,94,49,41
2017,SWEET,750,12,16,13,16,2,3,0,17,1,2,7,2,14
2017,SALTED,750,12,14,12,6,3,2,10,4,3,14,15,10,28
2017,SPICY,750,12,0,8,7,6,1,2,15,2,3,16,7,9
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,1,0
2017,NATURAL,700,12,67,68,35,33,32,53,38,49,38,54,65,22
2017,NATURAL,1,12,56,54,36,28,32,58,36,39,36,27,33,45
2017,NATURAL,200,24,3,0,0,2,3,14,9,0,5,21,3,1
2017,SWEET,750,12,27,0,6,3,1,11,1,1,0,1,4,12
2017,SALTED,750,12,1,2,9,1,1,1,3,1,2,1,2,29
2017,SPICY,750,12,3,1,0,1,1,1,6,16,6,4,0,3
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,3
2017,NATURAL,700,12,48,37,52,63,61,53,59,55,47,47,82,89
2017,NATURAL,1,12,46,39,41,38,24,28,30,36,32,44,28,33
2017,NATURAL,200,24,24,17,24,24,41,22,26,15,8,36,19,14
2017,SWEET,750,12,18,10,20,12,19,14,3,6,7,7,10,18
2017,SALTED,750,12,11,2,0,0,1,2,3,1,2,4,4,6
2017,SPICY,750,12,1,0,7,7,4,9,0,4,0,2,1,6
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,3
2017,NATURAL,700,12,1,19,11,7,20,32,19,11,7,63,33,23
2017,NATURAL,1,12,15,79,24,33,18,31,32,17,18,16,26,38
2017,NATURAL,200,24,0,0,0,0,7,29,2,0,0,65,0,3
2017,SWEET,750,12,14,9,74,8,12,3,42,4,6,20,9,39
2017,SALTED,750,12,3,10,26,4,1,1,3,0,4,18,28,9
2017,SPICY,750,12,2,6,17,3,4,11,12,0,2,4,5,25
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,8,3
2016,SALTED,750,12,7,8,11,8,10,5,2,5,2,4,1,8
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,5,0,14
2017,NATURAL,700,12,7,18,27,4,26,30,22,22,15,13,17,16
2017,NATURAL,1,12,16,29,19,14,16,20,23,5,18,25,18,19
2017,NATURAL,200,24,4,0,1,0,6,3,1,1,1,14,0,7
2017,SWEET,750,12,15,5,43,0,1,5,18,0,9,8,4,31
2017,SALTED,750,12,6,1,2,2,3,3,3,1,1,4,6,17
2017,NATURAL,700,12,44,30,42,44,49,48,79,71,58,72,86,72
2017,NATURAL,1,12,32,53,23,22,23,26,18,12,11,10,6,21
2017,NATURAL,200,24,2,6,1,1,19,24,4,4,1,12,0,5
2017,SWEET,750,12,20,3,12,2,8,2,17,9,14,6,5,14
2017,SALTED,750,12,8,2,4,3,2,2,1,2,3,6,1,28
2017,SPICY,750,12,2,6,7,7,6,0,2,2,5,0,1,11
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,1,24
2017,NATURAL,700,12,56,96,13,27,12,21,13,22,36,18,48,37
2017,NATURAL,1,12,33,60,26,25,31,24,11,24,13,22,21,19
2017,NATURAL,200,24,6,3,6,0,32,23,8,16,5,15,7,15
2017,SWEET,750,12,4,4,26,3,4,1,13,1,1,4,3,15
2017,SALTED,750,12,10,2,6,6,4,0,0,2,2,7,2,1
2017,SPICY,750,12,5,3,2,0,3,2,6,4,0,1,1,7
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,2
2017,NATURAL,700,12,17,68,30,11,13,13,7,11,16,9,17,24
2017,NATURAL,1,12,4,48,16,24,25,15,22,14,20,12,24,11
2017,NATURAL,200,24,7,15,6,6,27,12,3,4,0,8,3,0
2017,SWEET,750,12,17,11,134,4,13,4,38,4,4,9,6,17
2017,SALTED,750,12,0,8,82,2,5,1,3,2,4,9,1,6
2017,SPICY,750,12,7,6,9,5,6,7,8,0,2,6,0,1
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,2
2017,NATURAL,700,12,31,77,65,48,47,100,43,44,33,64,38,63
2017,NATURAL,1,12,37,79,43,65,72,39,28,33,58,13,40,38
2017,NATURAL,200,24,3,4,12,1,65,39,2,4,2,53,3,24
2017,SWEET,750,12,5,9,95,5,11,4,3,4,8,6,3,30
2017,SALTED,750,12,14,7,47,11,7,2,8,21,5,3,7,16
2017,SPICY,750,12,1,19,5,8,4,6,21,6,4,3,0,7
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,8
2017,NATURAL,700,12,13,18,20,18,40,26,18,14,22,33,36,57
2017,NATURAL,1,12,53,61,51,34,39,43,32,33,39,51,38,61
2017,NATURAL,200,24,4,3,8,4,6,8,5,4,4,19,0,0
2017,SWEET,750,12,6,10,20,3,9,1,9,4,0,13,5,43
2017,SALTED,750,12,6,4,7,2,4,3,6,3,1,1,9,8
2017,SPICY,750,12,3,11,14,7,11,2,0,1,3,8,0,3
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,3,0
2017,NATURAL,700,12,0,25,27,31,10,9,10,12,32,23,47,63
2017,NATURAL,1,12,39,45,41,25,64,16,34,65,46,35,63,30
2017,NATURAL,200,24,1,2,0,2,26,12,0,1,5,9,3,5
2017,SWEET,750,12,14,7,48,7,4,1,9,1,3,36,13,17
2017,SALTED,750,12,11,4,6,3,2,3,3,2,4,4,9,9
2017,SPICY,750,12,9,13,5,7,6,8,3,1,4,6,1,10
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,1
2017,NATURAL,700,12,1,2,3,1,9,32,15,14,9,14,68,8
2017,NATURAL,1,12,27,64,104,76,85,13,19,89,44,78,85,25
2017,NATURAL,200,24,0,0,1,0,0,0,0,0,0,4,0,0
2017,SWEET,750,12,3,5,12,0,2,2,9,0,2,0,3,21
2017,SALTED,750,12,1,0,3,0,0,0,0,0,1,0,0,2
2017,SPICY,750,12,2,4,2,0,3,1,1,6,0,2,3,4
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,5
2017,NATURAL,700,12,15,34,14,31,29,55,42,26,23,30,68,23
2017,NATURAL,1,12,36,118,25,44,44,44,30,28,31,22,16,32
2017,NATURAL,200,24,0,0,0,0,33,34,0,0,3,20,0,0
2017,SWEET,750,12,6,11,16,0,2,2,2,1,2,3,6,14
2017,SALTED,750,12,14,11,23,6,7,5,11,6,1,8,8,10
2017,SPICY,750,12,1,20,5,4,7,2,14,0,0,5,2,8
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,13
2017,NATURAL,700,12,16,18,27,20,43,25,27,17,41,40,25,35
2017,NATURAL,1,12,31,31,32,20,1,10,13,10,20,13,29,27
2017,NATURAL,200,24,0,0,0,2,1,8,1,0,0,20,0,1
2017,SWEET,750,12,14,8,19,6,4,7,22,9,8,4,23,33
2017,SALTED,750,12,26,12,10,13,16,6,10,6,10,8,15,18
2017,SPICY,750,12,1,1,6,1,5,13,2,5,6,3,1,3
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,4
2017,NATURAL,700,12,8,12,5,10,7,14,6,4,5,15,26,21
2017,NATURAL,1,12,19,32,29,28,17,24,23,28,14,11,15,5
2017,NATURAL,200,24,0,0,0,0,17,8,0,0,0,18,0,1
2017,SWEET,750,12,4,2,6,1,2,2,0,1,1,0,0,8
2017,SALTED,750,12,9,1,2,0,0,2,1,0,1,1,4,3
2017,SPICY,750,12,0,3,7,4,0,0,2,0,0,0,0,4
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,2
2017,NATURAL,700,12,22,54,32,33,53,17,20,38,30,22,49,20
2017,NATURAL,1,12,36,72,52,49,43,31,32,41,48,29,47,45
2017,NATURAL,200,24,0,0,3,1,24,10,1,1,0,14,1,2
2017,SWEET,750,12,18,7,50,7,12,9,2,6,2,17,9,35
2017,SALTED,750,12,16,11,23,8,15,9,8,1,7,13,20,25
2017,SPICY,750,12,10,12,18,4,7,1,5,0,2,4,1,6
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,2
2017,NATURAL,700,12,31,81,34,39,75,77,59,49,78,60,91,71
2017,NATURAL,1,12,54,48,45,77,32,59,54,47,40,43,43,45
2017,NATURAL,200,24,0,0,0,0,0,0,0,0,0,17,12,3
2017,SWEET,750,12,7,7,44,2,17,14,25,6,14,8,27,42
2017,SALTED,750,12,6,7,19,11,10,1,10,3,1,9,13,15
2017,SPICY,750,12,5,28,23,29,14,4,18,2,0,1,1,7
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,3,10
2017,NATURAL,700,12,18,41,21,36,41,107,18,32,15,35,66,42
2017,NATURAL,1,12,72,123,62,33,69,25,51,77,35,36,48,84
2017,NATURAL,200,24,1,6,13,10,56,26,4,10,1,29,20,14
2017,SWEET,750,12,9,7,133,2,3,3,9,15,0,5,2,14
2017,SALTED,750,12,3,3,46,2,7,2,6,15,11,7,42,24
2017,SPICY,750,12,7,5,8,1,3,2,1,6,7,4,5,12
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,10,3
2017,NATURAL,700,12,7,8,5,10,11,4,8,13,5,19,16,21
2017,NATURAL,1,12,8,37,19,12,16,8,13,11,6,14,10,17
2017,NATURAL,200,24,1,0,1,5,6,1,0,5,6,11,1,3
2017,SWEET,750,12,11,3,17,4,2,2,5,0,0,4,1,25
2017,SALTED,750,12,10,3,8,3,2,3,4,4,2,1,0,4
2017,SPICY,750,12,5,3,3,3,0,3,6,15,1,5,0,4
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,17
2017,NATURAL,700,12,43,51,62,65,57,44,25,30,51,59,100,66
2017,NATURAL,1,12,55,78,60,56,46,52,57,34,68,56,35,54
2017,NATURAL,200,24,61,2,4,28,29,111,4,60,28,37,14,46
2017,SWEET,750,12,30,17,50,6,9,17,19,27,14,18,11,44
2017,SALTED,750,12,5,8,20,8,5,4,1,25,6,16,31,6
2017,SPICY,750,12,4,16,5,5,11,0,4,0,1,3,4,8
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,6,4
2017,NATURAL,700,12,30,56,25,32,30,37,41,36,34,0,0,17
2017,NATURAL,1,12,36,33,29,42,35,27,37,29,31,0,0,35
2017,NATURAL,200,24,3,0,6,1,10,8,0,0,0,0,0,2
2017,SWEET,750,12,2,2,20,2,3,0,8,5,2,0,0,20
2017,SALTED,750,12,2,24,4,0,1,2,1,7,7,0,0,1
2017,SPICY,750,12,3,29,20,7,10,9,1,1,1,0,0,2
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,9
2017,NATURAL,700,12,58,34,50,33,51,29,37,25,42,37,61,70
2017,NATURAL,1,12,81,99,97,74,57,66,58,59,81,40,74,99
2017,NATURAL,200,24,4,82,26,4,63,44,13,1,8,46,1,1
2017,SWEET,750,12,3,9,14,1,5,4,6,3,5,6,8,46
2017,SALTED,750,12,10,7,12,3,0,2,8,3,9,8,24,19
2017,SPICY,750,12,3,4,13,1,0,2,4,2,0,5,3,9
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,14
2017,NATURAL,700,12,4,3,10,4,10,6,6,3,3,5,17,11
2017,NATURAL,1,12,11,14,5,9,5,7,6,16,11,14,5,17
2017,NATURAL,200,24,0,2,6,4,1,8,6,1,2,5,1,1
2017,SWEET,750,12,1,0,0,0,0,1,0,1,0,0,1,0
2017,SALTED,750,12,0,0,1,0,0,0,0,0,0,2,6,3
2017,SPICY,750,12,0,2,3,3,3,3,1,0,0,1,1,2
2017,NATURAL,700,12,5,7,11,15,5,19,30,21,28,9,33,9
2017,NATURAL,1,12,26,36,20,23,30,25,18,24,13,41,32,26
2017,NATURAL,200,24,1,1,24,1,21,4,1,2,0,3,0,0
2017,SWEET,750,12,4,4,6,4,1,1,1,1,2,1,16,14
2017,SALTED,750,12,7,6,5,6,3,0,2,1,1,2,1,3
2017,SPICY,750,12,1,6,15,3,1,0,2,0,0,1,1,2
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,2
2017,NATURAL,700,12,25,0,0,0,0,0,3,4,5,7,4,4
2017,NATURAL,1,12,4,24,14,22,24,16,11,15,17,19,19,26
2017,NATURAL,200,24,1,2,1,0,25,14,1,2,4,7,2,1
2017,SWEET,750,12,6,5,17,2,5,3,4,2,3,4,0,14
2017,SALTED,750,12,4,8,2,2,2,2,2,1,2,3,3,4
2017,SPICY,750,12,1,1,0,0,6,3,1,12,0,2,0,2
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,4
2017,NATURAL,700,12,16,7,19,30,23,29,23,25,36,40,49,26
2017,NATURAL,1,12,28,35,30,23,24,30,37,33,51,46,62,44
2017,NATURAL,200,24,0,7,6,5,6,6,0,1,4,16,1,2
2017,SWEET,750,12,10,7,23,9,6,0,2,2,1,12,0,17
2017,SALTED,750,12,1,5,2,7,3,3,4,4,2,9,8,14
2017,SPICY,750,12,12,8,10,3,2,1,7,0,0,5,0,3
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,1,0
2017,NATURAL,700,12,15,15,19,4,47,40,26,17,21,6,35,22
2017,NATURAL,1,12,68,41,16,38,11,16,35,21,20,11,19,29
2017,NATURAL,200,24,1,0,0,0,12,16,0,0,2,4,0,5
2017,SWEET,750,12,7,5,29,3,0,2,11,13,2,6,5,27
2017,SALTED,750,12,11,6,6,9,4,0,5,3,8,2,20,4
2017,SPICY,750,12,10,0,3,3,4,7,7,1,8,1,2,6
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,3
2017,NATURAL,700,12,15,34,32,28,20,12,30,15,10,25,26,16
2017,NATURAL,1,12,30,50,20,44,37,37,30,23,28,30,31,19
2017,NATURAL,200,24,7,0,3,5,37,28,10,6,14,35,13,14
2017,SWEET,750,12,10,7,15,5,4,1,7,5,0,4,4,29
2017,SALTED,750,12,6,3,6,13,9,4,12,6,7,4,13,19
2017,SPICY,750,12,11,7,24,8,11,7,10,0,0,4,0,3
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,0,5
2017,NATURAL,700,12,42,56,50,87,45,43,33,22,36,60,70,86
2017,NATURAL,1,12,45,75,73,33,35,31,40,16,20,26,16,38
2017,NATURAL,200,24,6,7,6,1,37,25,10,19,11,74,6,26
2017,SWEET,750,12,10,4,25,4,8,10,12,7,2,4,9,16
2017,SALTED,750,12,7,6,31,1,2,2,11,4,4,4,2,11
2017,SPICY,750,12,16,17,11,8,14,4,6,0,4,9,4,4
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,1,13
2017,SPICY,750,12,3,10,1,4,5,14,6,0,1,1,1,2
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,0,7,7
2018,NATURAL,700,12,3,32,14,39,18,34,15,11,40,6,80,21
2018,NATURAL,1,12,14,12,22,23,30,23,13,20,22,12,21,17
2018,NATURAL,200,24,1,3,1,2,1,0,4,2,3,4,1,1
2018,SWEET,750,12,9,0,11,16,42,2,5,16,3,0,2,33
2017,NATURAL,700,12,21,31,28,7,35,45,22,22,13,26,49,31
2017,NATURAL,1,12,46,51,39,28,44,42,62,41,49,31,42,43
2017,NATURAL,200,24,0,0,0,0,0,0,0,0,5,16,0,3
2017,SWEET,750,12,4,0,8,16,10,6,2,0,6,4,9,12
2017,SALTED,750,12,6,2,10,2,13,0,0,1,1,2,2,12
2017,SPICY,750,12,6,1,7,2,15,5,0,1,1,1,3,11
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,1,2,4
2017,NATURAL,700,12,65,64,49,47,41,54,34,39,40,42,49,18
2017,NATURAL,1,12,14,26,21,19,21,11,11,18,14,14,7,10
2017,NATURAL,200,24,0,1,0,0,7,2,0,1,0,19,2,0
2017,SWEET,750,12,7,9,27,4,1,2,10,11,3,10,2,18
2017,SALTED,750,12,7,7,6,5,1,1,4,1,2,5,12,9
